subject,theoretically_best_scores,variable,val,delta,Method
966,0.911,one_sample_scores,0.743,0.16800000000000004,Covarite Model + 1 Sample
967,0.912,one_sample_scores,0.831,0.08100000000000007,Covarite Model + 1 Sample
968,0.766,one_sample_scores,0.601,0.16500000000000004,Covarite Model + 1 Sample
969,0.796,one_sample_scores,0.742,0.05400000000000005,Covarite Model + 1 Sample
970,0.547,one_sample_scores,0.49,0.05700000000000005,Covarite Model + 1 Sample
971,0.6,one_sample_scores,0.456,0.14399999999999996,Covarite Model + 1 Sample
972,0.595,one_sample_scores,0.548,0.04699999999999993,Covarite Model + 1 Sample
973,0.613,one_sample_scores,0.485,0.128,Covarite Model + 1 Sample
974,0.638,one_sample_scores,0.625,0.013000000000000012,Covarite Model + 1 Sample
975,0.828,one_sample_scores,0.68,0.1479999999999999,Covarite Model + 1 Sample
976,0.709,one_sample_scores,0.609,0.09999999999999998,Covarite Model + 1 Sample
977,0.641,one_sample_scores,0.581,0.06000000000000005,Covarite Model + 1 Sample
978,0.539,one_sample_scores,0.503,0.03600000000000003,Covarite Model + 1 Sample
979,0.958,one_sample_scores,0.625,0.33299999999999996,Covarite Model + 1 Sample
980,0.71,one_sample_scores,0.61,0.09999999999999998,Covarite Model + 1 Sample
981,0.709,one_sample_scores,0.591,0.118,Covarite Model + 1 Sample
982,0.936,one_sample_scores,0.819,0.1170000000000001,Covarite Model + 1 Sample
983,0.844,one_sample_scores,0.75,0.09399999999999997,Covarite Model + 1 Sample
984,0.83,one_sample_scores,0.569,0.261,Covarite Model + 1 Sample
985,0.985,one_sample_scores,0.928,0.05699999999999994,Covarite Model + 1 Sample
986,0.857,one_sample_scores,0.828,0.029000000000000026,Covarite Model + 1 Sample
987,0.738,one_sample_scores,0.614,0.124,Covarite Model + 1 Sample
988,0.944,one_sample_scores,0.895,0.04899999999999993,Covarite Model + 1 Sample
989,0.874,one_sample_scores,0.651,0.22299999999999998,Covarite Model + 1 Sample
990,0.986,one_sample_scores,0.79,0.19599999999999995,Covarite Model + 1 Sample
991,0.914,one_sample_scores,0.821,0.09300000000000008,Covarite Model + 1 Sample
992,0.898,one_sample_scores,0.8,0.09799999999999998,Covarite Model + 1 Sample
993,0.743,one_sample_scores,0.673,0.06999999999999995,Covarite Model + 1 Sample
994,0.942,one_sample_scores,0.811,0.1309999999999999,Covarite Model + 1 Sample
995,0.982,one_sample_scores,0.972,0.010000000000000009,Covarite Model + 1 Sample
996,0.925,one_sample_scores,0.909,0.016000000000000014,Covarite Model + 1 Sample
997,0.728,one_sample_scores,0.574,0.15400000000000003,Covarite Model + 1 Sample
998,0.986,one_sample_scores,0.984,0.0020000000000000018,Covarite Model + 1 Sample
999,0.91,one_sample_scores,0.682,0.22799999999999998,Covarite Model + 1 Sample
0,0.966,tdm_only_scores,0.692,0.274,No Covariate Model
1,0.588,tdm_only_scores,0.461,0.12699999999999995,No Covariate Model
2,0.969,tdm_only_scores,0.21,0.759,No Covariate Model
3,0.98,tdm_only_scores,0.664,0.31599999999999995,No Covariate Model
4,0.808,tdm_only_scores,0.687,0.121,No Covariate Model
5,0.709,tdm_only_scores,0.509,0.19999999999999996,No Covariate Model
6,0.755,tdm_only_scores,0.753,0.0020000000000000018,No Covariate Model
7,0.766,tdm_only_scores,0.538,0.22799999999999998,No Covariate Model
8,0.61,tdm_only_scores,0.459,0.15099999999999997,No Covariate Model
9,0.885,tdm_only_scores,0.842,0.04300000000000004,No Covariate Model
10,0.922,tdm_only_scores,0.443,0.47900000000000004,No Covariate Model
11,0.629,tdm_only_scores,0.391,0.238,No Covariate Model
12,0.5,tdm_only_scores,0.331,0.16899999999999998,No Covariate Model
13,0.813,tdm_only_scores,0.334,0.4789999999999999,No Covariate Model
14,0.953,tdm_only_scores,0.76,0.19299999999999995,No Covariate Model
15,0.985,tdm_only_scores,0.982,0.0030000000000000027,No Covariate Model
16,0.739,tdm_only_scores,0.438,0.301,No Covariate Model
17,0.804,tdm_only_scores,0.804,0.0,No Covariate Model
18,0.883,tdm_only_scores,0.808,0.07499999999999996,No Covariate Model
19,0.831,tdm_only_scores,0.772,0.05899999999999994,No Covariate Model
20,0.981,tdm_only_scores,0.701,0.28,No Covariate Model
21,0.985,tdm_only_scores,0.0,0.985,No Covariate Model
22,0.791,tdm_only_scores,0.455,0.336,No Covariate Model
23,0.762,tdm_only_scores,0.453,0.309,No Covariate Model
24,0.971,tdm_only_scores,0.461,0.51,No Covariate Model
25,0.957,tdm_only_scores,0.719,0.238,No Covariate Model
26,0.991,tdm_only_scores,0.39,0.601,No Covariate Model
27,0.604,tdm_only_scores,0.492,0.11199999999999999,No Covariate Model
28,0.666,tdm_only_scores,0.47,0.19600000000000006,No Covariate Model
29,0.598,tdm_only_scores,0.504,0.09399999999999997,No Covariate Model
30,0.931,tdm_only_scores,0.697,0.2340000000000001,No Covariate Model
31,0.723,tdm_only_scores,0.605,0.118,No Covariate Model
32,0.959,tdm_only_scores,0.709,0.25,No Covariate Model
33,0.649,tdm_only_scores,0.427,0.22200000000000003,No Covariate Model
34,0.777,tdm_only_scores,0.722,0.05500000000000005,No Covariate Model
35,0.833,tdm_only_scores,0.272,0.5609999999999999,No Covariate Model
36,0.976,tdm_only_scores,0.687,0.2889999999999999,No Covariate Model
37,0.951,tdm_only_scores,0.675,0.2759999999999999,No Covariate Model
38,0.987,tdm_only_scores,0.374,0.613,No Covariate Model
39,0.986,tdm_only_scores,0.65,0.33599999999999997,No Covariate Model
40,0.865,tdm_only_scores,0.463,0.40199999999999997,No Covariate Model
41,0.485,tdm_only_scores,0.282,0.203,No Covariate Model
42,0.642,tdm_only_scores,0.457,0.185,No Covariate Model
43,0.616,tdm_only_scores,0.615,0.0010000000000000009,No Covariate Model
44,0.97,tdm_only_scores,0.953,0.017000000000000015,No Covariate Model
45,0.682,tdm_only_scores,0.678,0.0040000000000000036,No Covariate Model
46,0.599,tdm_only_scores,0.407,0.192,No Covariate Model
47,0.926,tdm_only_scores,0.598,0.32800000000000007,No Covariate Model
48,0.816,tdm_only_scores,0.551,0.2649999999999999,No Covariate Model
49,0.646,tdm_only_scores,0.53,0.11599999999999999,No Covariate Model
50,0.736,tdm_only_scores,0.482,0.254,No Covariate Model
51,0.985,tdm_only_scores,0.725,0.26,No Covariate Model
52,0.977,tdm_only_scores,0.616,0.361,No Covariate Model
53,0.637,tdm_only_scores,0.481,0.15600000000000003,No Covariate Model
54,0.912,tdm_only_scores,0.634,0.278,No Covariate Model
55,0.774,tdm_only_scores,0.531,0.243,No Covariate Model
56,0.974,tdm_only_scores,0.521,0.45299999999999996,No Covariate Model
57,0.64,tdm_only_scores,0.513,0.127,No Covariate Model
58,0.956,tdm_only_scores,0.117,0.839,No Covariate Model
59,0.645,tdm_only_scores,0.578,0.06700000000000006,No Covariate Model
60,0.718,tdm_only_scores,0.622,0.09599999999999997,No Covariate Model
61,0.808,tdm_only_scores,0.69,0.1180000000000001,No Covariate Model
62,0.806,tdm_only_scores,0.549,0.257,No Covariate Model
63,0.82,tdm_only_scores,0.705,0.11499999999999999,No Covariate Model
64,0.986,tdm_only_scores,0.975,0.01100000000000001,No Covariate Model
65,0.817,tdm_only_scores,0.751,0.06599999999999995,No Covariate Model
66,0.704,tdm_only_scores,0.546,0.15799999999999992,No Covariate Model
67,0.922,tdm_only_scores,0.608,0.31400000000000006,No Covariate Model
68,0.739,tdm_only_scores,0.629,0.10999999999999999,No Covariate Model
69,0.854,tdm_only_scores,0.852,0.0020000000000000018,No Covariate Model
70,0.983,tdm_only_scores,0.962,0.02100000000000002,No Covariate Model
71,0.729,tdm_only_scores,0.695,0.03400000000000003,No Covariate Model
72,0.928,tdm_only_scores,0.326,0.6020000000000001,No Covariate Model
73,0.533,tdm_only_scores,0.527,0.006000000000000005,No Covariate Model
74,0.54,tdm_only_scores,0.524,0.016000000000000014,No Covariate Model
75,0.731,tdm_only_scores,0.586,0.14500000000000002,No Covariate Model
76,0.895,tdm_only_scores,0.801,0.09399999999999997,No Covariate Model
77,0.736,tdm_only_scores,0.696,0.040000000000000036,No Covariate Model
78,0.922,tdm_only_scores,0.64,0.28200000000000003,No Covariate Model
79,0.828,tdm_only_scores,0.809,0.018999999999999906,No Covariate Model
80,0.639,tdm_only_scores,0.569,0.07000000000000006,No Covariate Model
81,0.852,tdm_only_scores,0.643,0.20899999999999996,No Covariate Model
82,0.969,tdm_only_scores,0.677,0.2919999999999999,No Covariate Model
83,0.97,tdm_only_scores,0.959,0.01100000000000001,No Covariate Model
84,0.717,tdm_only_scores,0.688,0.029000000000000026,No Covariate Model
85,0.989,tdm_only_scores,0.499,0.49,No Covariate Model
86,0.45,tdm_only_scores,0.352,0.09800000000000003,No Covariate Model
87,0.933,tdm_only_scores,0.931,0.0020000000000000018,No Covariate Model
88,0.965,tdm_only_scores,0.592,0.373,No Covariate Model
89,0.668,tdm_only_scores,0.667,0.0010000000000000009,No Covariate Model
90,0.798,tdm_only_scores,0.626,0.17200000000000004,No Covariate Model
91,0.826,tdm_only_scores,0.695,0.131,No Covariate Model
92,0.693,tdm_only_scores,0.519,0.17399999999999993,No Covariate Model
93,0.641,tdm_only_scores,0.533,0.10799999999999998,No Covariate Model
94,0.982,tdm_only_scores,0.852,0.13,No Covariate Model
95,0.816,tdm_only_scores,0.793,0.02299999999999991,No Covariate Model
96,0.821,tdm_only_scores,0.768,0.052999999999999936,No Covariate Model
97,0.807,tdm_only_scores,0.428,0.37900000000000006,No Covariate Model
98,0.943,tdm_only_scores,0.757,0.18599999999999994,No Covariate Model
99,0.739,tdm_only_scores,0.704,0.03500000000000003,No Covariate Model
100,0.764,tdm_only_scores,0.473,0.29100000000000004,No Covariate Model
101,0.867,tdm_only_scores,0.78,0.08699999999999997,No Covariate Model
102,0.931,tdm_only_scores,0.183,0.748,No Covariate Model
103,0.631,tdm_only_scores,0.514,0.11699999999999999,No Covariate Model
104,0.977,tdm_only_scores,0.337,0.6399999999999999,No Covariate Model
105,0.901,tdm_only_scores,0.779,0.122,No Covariate Model
106,0.795,tdm_only_scores,0.66,0.135,No Covariate Model
107,0.925,tdm_only_scores,0.833,0.09200000000000008,No Covariate Model
108,0.981,tdm_only_scores,0.557,0.42399999999999993,No Covariate Model
109,0.984,tdm_only_scores,0.861,0.123,No Covariate Model
110,0.725,tdm_only_scores,0.501,0.22399999999999998,No Covariate Model
111,0.871,tdm_only_scores,0.674,0.19699999999999995,No Covariate Model
112,0.787,tdm_only_scores,0.585,0.20200000000000007,No Covariate Model
113,0.617,tdm_only_scores,0.596,0.02100000000000002,No Covariate Model
114,0.978,tdm_only_scores,0.775,0.20299999999999996,No Covariate Model
115,0.568,tdm_only_scores,0.42,0.14799999999999996,No Covariate Model
116,0.681,tdm_only_scores,0.644,0.03700000000000003,No Covariate Model
117,0.793,tdm_only_scores,0.58,0.21300000000000008,No Covariate Model
118,0.778,tdm_only_scores,0.724,0.05400000000000005,No Covariate Model
119,0.639,tdm_only_scores,0.03,0.609,No Covariate Model
120,0.785,tdm_only_scores,0.624,0.16100000000000003,No Covariate Model
121,0.747,tdm_only_scores,0.64,0.10699999999999998,No Covariate Model
122,0.717,tdm_only_scores,0.715,0.0020000000000000018,No Covariate Model
123,0.79,tdm_only_scores,0.602,0.18800000000000006,No Covariate Model
124,0.718,tdm_only_scores,0.592,0.126,No Covariate Model
125,0.964,tdm_only_scores,0.55,0.4139999999999999,No Covariate Model
126,0.617,tdm_only_scores,0.431,0.186,No Covariate Model
127,0.604,tdm_only_scores,0.568,0.03600000000000003,No Covariate Model
128,0.785,tdm_only_scores,0.613,0.17200000000000004,No Covariate Model
129,0.887,tdm_only_scores,0.778,0.10899999999999999,No Covariate Model
130,0.883,tdm_only_scores,0.307,0.5760000000000001,No Covariate Model
131,0.979,tdm_only_scores,0.893,0.08599999999999997,No Covariate Model
132,0.766,tdm_only_scores,0.747,0.019000000000000017,No Covariate Model
133,0.59,tdm_only_scores,0.377,0.21299999999999997,No Covariate Model
134,0.843,tdm_only_scores,0.408,0.435,No Covariate Model
135,0.933,tdm_only_scores,0.556,0.377,No Covariate Model
136,0.984,tdm_only_scores,0.512,0.472,No Covariate Model
137,0.829,tdm_only_scores,0.79,0.038999999999999924,No Covariate Model
138,0.982,tdm_only_scores,0.483,0.499,No Covariate Model
139,0.965,tdm_only_scores,0.203,0.762,No Covariate Model
140,0.731,tdm_only_scores,0.38,0.351,No Covariate Model
141,0.855,tdm_only_scores,0.676,0.17899999999999994,No Covariate Model
142,0.977,tdm_only_scores,0.96,0.017000000000000015,No Covariate Model
143,0.801,tdm_only_scores,0.729,0.07200000000000006,No Covariate Model
144,0.654,tdm_only_scores,0.443,0.21100000000000002,No Covariate Model
145,0.688,tdm_only_scores,0.468,0.21999999999999992,No Covariate Model
146,0.949,tdm_only_scores,0.89,0.05899999999999994,No Covariate Model
147,0.865,tdm_only_scores,0.687,0.17799999999999994,No Covariate Model
148,0.756,tdm_only_scores,0.539,0.21699999999999997,No Covariate Model
149,0.982,tdm_only_scores,0.799,0.18299999999999994,No Covariate Model
150,0.536,tdm_only_scores,0.398,0.138,No Covariate Model
151,0.675,tdm_only_scores,0.612,0.06300000000000006,No Covariate Model
152,0.695,tdm_only_scores,0.667,0.027999999999999914,No Covariate Model
153,0.929,tdm_only_scores,0.333,0.5960000000000001,No Covariate Model
154,0.979,tdm_only_scores,0.439,0.54,No Covariate Model
155,0.964,tdm_only_scores,0.906,0.05799999999999994,No Covariate Model
156,0.878,tdm_only_scores,0.658,0.21999999999999997,No Covariate Model
157,0.786,tdm_only_scores,0.484,0.30200000000000005,No Covariate Model
158,0.834,tdm_only_scores,0.475,0.359,No Covariate Model
159,0.81,tdm_only_scores,0.655,0.15500000000000003,No Covariate Model
160,0.518,tdm_only_scores,0.391,0.127,No Covariate Model
161,0.972,tdm_only_scores,0.845,0.127,No Covariate Model
162,0.559,tdm_only_scores,0.495,0.06400000000000006,No Covariate Model
163,0.928,tdm_only_scores,0.669,0.259,No Covariate Model
164,0.642,tdm_only_scores,0.449,0.193,No Covariate Model
165,0.862,tdm_only_scores,0.802,0.05999999999999994,No Covariate Model
166,0.762,tdm_only_scores,0.38,0.382,No Covariate Model
167,0.881,tdm_only_scores,0.881,0.0,No Covariate Model
168,0.933,tdm_only_scores,0.918,0.015000000000000013,No Covariate Model
169,0.54,tdm_only_scores,0.502,0.038000000000000034,No Covariate Model
170,0.977,tdm_only_scores,0.608,0.369,No Covariate Model
171,0.961,tdm_only_scores,0.958,0.0030000000000000027,No Covariate Model
172,0.718,tdm_only_scores,0.616,0.10199999999999998,No Covariate Model
173,0.751,tdm_only_scores,0.506,0.245,No Covariate Model
174,0.632,tdm_only_scores,0.139,0.493,No Covariate Model
175,0.97,tdm_only_scores,0.496,0.474,No Covariate Model
176,0.613,tdm_only_scores,0.556,0.05699999999999994,No Covariate Model
177,0.832,tdm_only_scores,0.651,0.18099999999999994,No Covariate Model
178,0.962,tdm_only_scores,0.805,0.15699999999999992,No Covariate Model
179,0.737,tdm_only_scores,0.647,0.08999999999999997,No Covariate Model
180,0.966,tdm_only_scores,0.452,0.514,No Covariate Model
181,0.954,tdm_only_scores,0.779,0.17499999999999993,No Covariate Model
182,0.982,tdm_only_scores,0.76,0.22199999999999998,No Covariate Model
183,0.917,tdm_only_scores,0.684,0.23299999999999998,No Covariate Model
184,0.723,tdm_only_scores,0.659,0.06399999999999995,No Covariate Model
185,0.646,tdm_only_scores,0.452,0.194,No Covariate Model
186,0.981,tdm_only_scores,0.214,0.767,No Covariate Model
187,0.799,tdm_only_scores,0.683,0.11599999999999999,No Covariate Model
188,0.931,tdm_only_scores,0.721,0.21000000000000008,No Covariate Model
189,0.578,tdm_only_scores,0.43,0.14799999999999996,No Covariate Model
190,0.416,tdm_only_scores,0.414,0.0020000000000000018,No Covariate Model
191,0.619,tdm_only_scores,0.615,0.0040000000000000036,No Covariate Model
192,0.509,tdm_only_scores,0.369,0.14,No Covariate Model
193,0.825,tdm_only_scores,0.521,0.30399999999999994,No Covariate Model
194,0.749,tdm_only_scores,0.611,0.138,No Covariate Model
195,0.878,tdm_only_scores,0.813,0.06500000000000006,No Covariate Model
196,0.64,tdm_only_scores,0.587,0.05300000000000005,No Covariate Model
197,0.817,tdm_only_scores,0.663,0.15399999999999991,No Covariate Model
198,0.911,tdm_only_scores,0.801,0.10999999999999999,No Covariate Model
199,0.819,tdm_only_scores,0.536,0.2829999999999999,No Covariate Model
200,0.582,tdm_only_scores,0.565,0.017000000000000015,No Covariate Model
201,0.926,tdm_only_scores,0.787,0.139,No Covariate Model
202,0.833,tdm_only_scores,0.677,0.15599999999999992,No Covariate Model
203,0.702,tdm_only_scores,0.418,0.284,No Covariate Model
204,0.774,tdm_only_scores,0.679,0.09499999999999997,No Covariate Model
205,0.955,tdm_only_scores,0.683,0.2719999999999999,No Covariate Model
206,0.985,tdm_only_scores,0.559,0.42599999999999993,No Covariate Model
207,0.971,tdm_only_scores,0.958,0.013000000000000012,No Covariate Model
208,0.929,tdm_only_scores,0.583,0.3460000000000001,No Covariate Model
209,0.977,tdm_only_scores,0.9,0.07699999999999996,No Covariate Model
210,0.549,tdm_only_scores,0.503,0.04600000000000004,No Covariate Model
211,0.709,tdm_only_scores,0.35,0.359,No Covariate Model
212,0.782,tdm_only_scores,0.503,0.279,No Covariate Model
213,0.546,tdm_only_scores,0.397,0.14900000000000002,No Covariate Model
214,0.651,tdm_only_scores,0.639,0.01200000000000001,No Covariate Model
215,0.984,tdm_only_scores,0.929,0.05499999999999994,No Covariate Model
216,0.678,tdm_only_scores,0.632,0.04600000000000004,No Covariate Model
217,0.917,tdm_only_scores,0.725,0.19200000000000006,No Covariate Model
218,0.817,tdm_only_scores,0.672,0.1449999999999999,No Covariate Model
219,0.568,tdm_only_scores,0.454,0.11399999999999993,No Covariate Model
220,0.889,tdm_only_scores,0.746,0.14300000000000002,No Covariate Model
221,0.888,tdm_only_scores,0.778,0.10999999999999999,No Covariate Model
222,0.789,tdm_only_scores,0.666,0.123,No Covariate Model
223,0.881,tdm_only_scores,0.774,0.10699999999999998,No Covariate Model
224,0.555,tdm_only_scores,0.457,0.09800000000000003,No Covariate Model
225,0.729,tdm_only_scores,0.421,0.308,No Covariate Model
226,0.822,tdm_only_scores,0.577,0.245,No Covariate Model
227,0.965,tdm_only_scores,0.803,0.16199999999999992,No Covariate Model
228,0.983,tdm_only_scores,0.865,0.118,No Covariate Model
229,0.787,tdm_only_scores,0.623,0.16400000000000003,No Covariate Model
230,0.99,tdm_only_scores,0.884,0.10599999999999998,No Covariate Model
231,0.705,tdm_only_scores,0.569,0.136,No Covariate Model
232,0.626,tdm_only_scores,0.553,0.07299999999999995,No Covariate Model
